"","x"
"kraken_10007 Molycolviridae.g Shirahamavirus",3
"kraken_10009 Duneviridae.g Labanvirus",3
"kraken_10017 Adomaviridae.g Pandoravirus",3
"kraken_10018 Pithoviridae.g Pithovirus",3
"kraken_10022 Fimoviridae.g Emaravirus",3
"kraken_10023 Hantaviridae.g Orthohantavirus",3
"kraken_10027 Polydnaviriformidae.g Bracoviriform",3
"kraken_10038 Schitoviridae.g Plotvirus",3
"kraken_10042 Straboviridae.g Keshuvirus",3
"kraken_10043 Peduoviridae.g Burrovirus",3
"kraken_10044 Guelinviridae.g Susfortunavirus",3
"kraken_10048 Medioniviridae.g Bolenivirus",3
"kraken_10057 Peduoviridae.g Bingvirus",3
"kraken_10059 Vilmaviridae.g Woodruffvirus",3
"kraken_10061 Baculoviridae.g Betabaculovirus",3
"kraken_10063 Casjensviridae.g Sharonstreetvirus",3
"kraken_10089 Poxviridae.g Yatapoxvirus",3
"kraken_10091 Poxviridae.g Suipoxvirus",3
"kraken_10092 Phycodnaviridae.g Prasinovirus",3
"kraken_10093 Marseilleviridae.g Marseillevirus",3
"kraken_10101 Rountreeviridae.g Pbunavirus",3
"kraken_10103 Orlajensenviridae.g Bonaevitaevirus",3
"kraken_10106 Vertoviridae.g Myohalovirus",3
"kraken_10107 Vertoviridae.g Chaovirus",3
"kraken_10109 Kyanoviridae.g Anayavirus",3
"kraken_10111 Casjensviridae.g Jujuvirus",3
"kraken_10114 Mesyanzhinovviridae.g Sheenvirus",3
"kraken_10121 Hafunaviridae.g Manhattanvirus",3
"kraken_10127 Orlajensenviridae.g Rogerhendrixvirus",3
"kraken_10129 Herpesviridae.g Simplexvirus",3
"kraken_10137 Peduoviridae.g Bielevirus",3
"kraken_10141 Phycodnaviridae.g Rheavirus",3
"kraken_10143 Spinareoviridae.g Cypovirus",3
"kraken_10154 Peduoviridae.g Valbvirus",3
"kraken_10155 Zierdtviridae.g Ceetrepovirus",3
"kraken_10157 Peduoviridae.g Nickievirus",3
"kraken_10161 Chaseviridae.g Bantamvirus",3
"kraken_10163 Pithoviridae.g Pandoravirus",3
"kraken_10175 Sphaerolipoviridae.g Feofaniavirus",3
"kraken_10179 .g Lambovirus",3
"kraken_10182 Kyanoviridae.g Hautrevirus",3
"kraken_10184 Zierdtviridae.g Fromanvirus",3
"kraken_10185 Casjensviridae.g Pahexavirus",3
"kraken_10187 Vilmaviridae.g Reyvirus",3
"kraken_10189 Straboviridae.g Pamexvirus",3
"kraken_10190 Peduoviridae.g Bignuzvirus",3
"kraken_10191 Chaseviridae.g Farahnazvirus",3
"kraken_10192 Vilmaviridae.g Terapinvirus",3
"kraken_10194 Peduoviridae.g Emalynvirus",3
"kraken_10197 Peduoviridae.g Eneladusvirus",3
"kraken_10198 Vilmaviridae.g Sortsnevirus",3
"kraken_10199 Peduoviridae.g Tigunavirus",3
"kraken_10200 Zobellviridae.g Fairfaxidumvirus",3
"kraken_10201 Demerecviridae.g Vibakivirus",3
"kraken_10202 Drexlerviridae.g Guelphvirus",3
"kraken_10204 Orlajensenviridae.g Phabquatrovirus",3
"kraken_10209 Duneviridae.g Unahavirus",3
"kraken_10211 Casjensviridae.g Pepyhexavirus",3
"kraken_10215 Herelleviridae.g Kojivirus",3
"kraken_10216 Peduoviridae.g Krampusvirus",3
"kraken_10219 Peduoviridae.g Lastavirus",3
"kraken_10221 Peduoviridae.g Klementvirus",3
"kraken_10224 Ackermannviridae.g Montyvirus",3
"kraken_10225 Iridoviridae.g Iridovirus",3
"kraken_10227 Adenoviridae.g Mastadenovirus",3
"kraken_10228 Poxviridae.g Pandoravirus",3
"kraken_10230 Baculoviridae.g Alphabaculovirus",3
"kraken_10253 Desulfurococcaceae.g Thermogladius",3
"kraken_10259 Steigviridae.g Paundivirus",3
"kraken_10264 Straboviridae.g Mosigvirus",3
"kraken_10267 Herelleviridae.g Privateervirus",3
"kraken_10273 Straboviridae.g Saguarovirus",3
"kraken_10275 Rountreeviridae.g Henunavirus",3
"kraken_10276 Rountreeviridae.g Pahexavirus",3
"kraken_10278 Rountreeviridae.g Kuravirus",3
"kraken_10280 Casjensviridae.g Sanovirus",3
"kraken_10289 Poxviridae.g Avipoxvirus",3
"kraken_10293 Peribunyaviridae.g Pacuvirus",3
"kraken_10296 Lispiviridae.g Arlivirus",3
"kraken_10298 Tombusviridae.g Tombusvirus",3
"kraken_10303 Baculoviridae.g Gammabaculovirus",3
"kraken_10316 Straboviridae.g Anayavirus",3
"kraken_10319 Straboviridae.g Dhillonvirus",3
"kraken_10322 Autographiviridae.g Ghunavirus",3
"kraken_10325 Steigviridae.g Colossusvirus",3
"kraken_10326 Mesyanzhinovviridae.g Xooduovirus",3
"kraken_10330 Casjensviridae.g Barnyardvirus",3
"kraken_10337 Phenuiviridae.g Rubodvirus",3
"kraken_10342 Oculatellaceae.g Thermoleptolyngbya",3
"kraken_10344 .g Woesvirus",3
"kraken_10353 Kyanoviridae.g Minunavirus",3
"kraken_10357 Autographiviridae.g Xuquatrovirus",3
"kraken_10367 Peduoviridae.g Dhillonvirus",3
"kraken_10372 Togaviridae.g Alphavirus",3
"kraken_10385 Peduoviridae.g Yosifvirus",3
"kraken_10386 Peduoviridae.g Rosebushvirus",3
"kraken_10388 Peduoviridae.g Kenoshavirus",3
"kraken_10389 Kyanoviridae.g Oneupvirus",3
"kraken_10391 Herelleviridae.g Caeruleovirus",3
"kraken_10392 Herelleviridae.g Muminvirus",3
"kraken_10394 Herelleviridae.g Phistoryvirus",3
"kraken_10395 Steigviridae.g Cukevirus",3
"kraken_10397 Casjensviridae.g Vividuovirus",3
"kraken_10398 Casjensviridae.g Nipunavirus",3
"kraken_10399 Kyanoviridae.g Acionnavirus",3
"kraken_10401 Baculoviridae.g Betabaculovirus",3
"kraken_10405 Steitzviridae.g Berdovirus",3
"kraken_10423 Adenoviridae.g Aviadenovirus",3
"kraken_10431 Autographiviridae.g Pradovirus",3
"kraken_10433 Autographiviridae.g Uliginvirus",3
"kraken_10443 Demerecviridae.g Petsuvirus",3
"kraken_10446 .g Pulverervirus",3
"kraken_10448 Ackermannviridae.g Myrnavirus",3
"kraken_10454 Pachyviridae.g Baltivirus",3
"kraken_10456 Rountreeviridae.g Asteriusvirus",3
"kraken_10458 Demerecviridae.g Alexandravirus",3
"kraken_10509 Kyanoviridae.g Gibbetvirus",3
"kraken_10512 Kyanoviridae.g Macariavirus",3
"kraken_10513 Peduoviridae.g Feofaniavirus",3
"kraken_10515 Herelleviridae.g Salchichonvirus",3
"kraken_10517 Autographiviridae.g Sieqvirus",3
"kraken_10526 Schitoviridae.g Ithacavirus",3
"kraken_10528 Assiduviridae.g Cebadecemvirus",3
"kraken_10532 Drexlerviridae.g Webervirus",3
"kraken_10533 Drexlerviridae.g Hicfunavirus",3
"kraken_10542 Demerecviridae.g Nankokuvirus",3
"kraken_10546 Hafunaviridae.g Thornevirus",3
"kraken_10560 Adenoviridae.g Siadenovirus",3
"kraken_10564 Rhabdoviridae.g Henipavirus",3
"kraken_10570 Arteriviridae.g Deltaarterivirus",3
"kraken_10575 Nudiviridae.g Betanudivirus",3
"kraken_10581 Polydnaviriformidae.g Bracoviriform",3
"kraken_10589 Baculoviridae.g Alphabaculovirus",3
"kraken_10595 Straboviridae.g Karamvirus",3
"kraken_10596 Steigviridae.g Mahlunavirus",3
"kraken_10598 Kyanoviridae.g Saclayvirus",3
"kraken_10602 Schitoviridae.g Tinalinvirus",3
"kraken_10604 Schitoviridae.g Jedunavirus",3
"kraken_10606 Autographiviridae.g Przondovirus",3
"kraken_10607 Betaflexiviridae.g Carlavirus",3
"kraken_10608 Amalgaviridae.g Amalgavirus",3
"kraken_10623 Autographiviridae.g Aerosvirus",3
"kraken_10627 Poxviridae.g Salmonpoxvirus",3
"kraken_10635 Herelleviridae.g Mooreparkvirus",3
"kraken_10637 Schitoviridae.g Dexdertvirus",3
"kraken_10638 Rountreeviridae.g Erskinevirus",3
"kraken_10639 Rountreeviridae.g Weaselvirus",3
"kraken_10654 Steigviridae.g Akihdevirus",3
"kraken_10656 Kyanoviridae.g Kimonavirus",3
"kraken_10657 Aggregaviridae.g Harrekavirus",3
"kraken_10659 Mesyanzhinovviridae.g Vojvodinavirus",3
"kraken_10663 Autographiviridae.g Anayavirus",3
"kraken_10664 Demerecviridae.g Priunavirus",3
"kraken_10667 .g Dismasvirus",3
"kraken_10668 Herpesviridae.g Pandoravirus",3
"kraken_10670 Picornaviridae.g Megrivirus",3
"kraken_10684 Zierdtviridae.g Anayavirus",3
"kraken_10688 Autographiviridae.g Atuphduovirus",3
"kraken_10691 Autographiviridae.g Fromanvirus",3
"kraken_10693 Peduoviridae.g Bracchivirus",3
"kraken_10697 Herelleviridae.g Shapirovirus",3
"kraken_10699 Peduoviridae.g Catfishvirus",3
"kraken_10704 Rountreeviridae.g Britbratvirus",3
"kraken_10709 Kyanoviridae.g Sokavirus",3
"kraken_10716 Vilmaviridae.g Hnatkovirus",3
"kraken_10722 Herpesviridae.g Bossavirus",3
"kraken_10723 Herpesviridae.g Muromegalovirus",3
"kraken_10726 Sphaerolipoviridae.g Alphasphaerolipovirus",3
"kraken_10740 Schitoviridae.g Pylasvirus",3
"kraken_10753 Herelleviridae.g Kochikohdavirus",3
"kraken_10760 Intestiviridae.g Jahgtovirus",3
"kraken_10765 Orlajensenviridae.g Llyrvirus",3
"kraken_10766 Schitoviridae.g Moineauvirus",3
"kraken_10768 Steigviridae.g Skunavirus",3
"kraken_10769 Schitoviridae.g Luzseptimavirus",3
"kraken_10771 Assiduviridae.g Clownvirus",3
"kraken_10772 Autographiviridae.g Mimasvirus",3
"kraken_10773 Steigviridae.g Fromanvirus",3
"kraken_10774 Zobellviridae.g Annadreamyvirus",3
"kraken_10777 Rhabdoviridae.g Cytorhabdovirus",3
"kraken_10785 Steitzviridae.g Gredihovirus",3
"kraken_10832 Ackermannviridae.g Skunavirus",3
"kraken_10845 Alloherpesviridae.g Ictavirus",3
"kraken_10861 Fiersviridae.g Chahsmivirus",3
"kraken_10879 Adenoviridae.g Wizardvirus",3
"kraken_10880 Adenoviridae.g Harrisonburgvirus",3
"kraken_10883 Straboviridae.g Tequatrovirus",3
"kraken_10897 Rountreeviridae.g Antsirabevirus",3
"kraken_10898 Rountreeviridae.g Manovirus",3
"kraken_10901 Demerecviridae.g Dinavirus",3
"kraken_10907 Herpesviridae.g Cytomegalovirus",3
"kraken_10924 Orlajensenviridae.g Paopuvirus",3
"kraken_10930 Demerecviridae.g Audreyjarvisvirus",3
"kraken_10936 .g Uetakevirus",3
"kraken_10943 Suoliviridae.g Vipetofemvirus",3
"kraken_10947 .g Krylovvirus",3
"kraken_10952 Herpesviridae.g Quwivirus",3
"kraken_10955 Caulimoviridae.g Cavemovirus",3
"kraken_10966 Herpesviridae.g Macavirus",3
"kraken_10970 Zierdtviridae.g Coopervirus",3
"kraken_10973 Kyanoviridae.g Turbidovirus",3
"kraken_10977 Rountreeviridae.g Ikedavirus",3
"kraken_10979 Rountreeviridae.g Skunavirus",3
"kraken_10980 Rountreeviridae.g Montyvirus",3
"kraken_10994 Winoviridae.g Nymphadoravirus",3
"kraken_11012 Suoliviridae.g Keshuvirus",3
"kraken_11015 Straboviridae.g Schizotequatrovirus",3
"kraken_11022 Straboviridae.g Amginevirus",3
"kraken_11037 Peduoviridae.g Bracchivirus",3
"kraken_11042 Peduoviridae.g Pahexavirus",3
"kraken_11043 Winoviridae.g Squashvirus",3
"kraken_11045 Zobellviridae.g Backyardiganvirus",3
"kraken_11046 Chaseviridae.g Suwonvirus",3
"kraken_11066 Casjensviridae.g Fengtaivirus",3
"kraken_11083 Mesyanzhinovviridae.g Henunavirus",3
"kraken_11084 .g Mydovirus",3
"kraken_11086 Demerecviridae.g Epseptimavirus",3
"kraken_11088 Druskaviridae.g Otagovirus",3
"kraken_11089 Kyanoviridae.g Kanagawavirus",3
"kraken_11091 Intestiviridae.g Delmidovirus",3
"kraken_11103 Vilmaviridae.g Petsuvirus",3
"kraken_11121 Tombusviridae.g Luteovirus",3
"kraken_11131 Nudiviridae.g Alphanudivirus",3
"kraken_11139 Chaseviridae.g Yangvirus",3
"kraken_11146 Kyanoviridae.g Flowerpowervirus",3
"kraken_11150 Zierdtviridae.g Skysandvirus",3
"kraken_11151 Schitoviridae.g Baltimorevirus",3
"kraken_11154 Tymoviridae.g Marafivirus",3
"kraken_11161 Casjensviridae.g Brussowvirus",3
"kraken_11163 Tospoviridae.g Orthotospovirus",3
"kraken_11174 Schitoviridae.g Samwavirus",3
"kraken_11180 Rountreeviridae.g Dhillonvirus",3
"kraken_11186 Suoliviridae.g Bohxovirus",3
"kraken_11202 Straboviridae.g Incheonvirus",3
"kraken_11212 Sphaerolipoviridae.g Wizardvirus",3
"kraken_11230 Mesyanzhinovviridae.g Bosavirus",3
"kraken_11232 Zierdtviridae.g Ceduovirus",3
"kraken_11237 Autographiviridae.g Sukuvirus",3
"kraken_11238 Autographiviridae.g Cuernavacavirus",3
"kraken_11245 .g Avocadovirus",3
"kraken_11248 Steigviridae.g Unaquatrovirus",3
"kraken_11251 Schitoviridae.g Kratiovirus",3
"kraken_11257 Inoviridae.g Scuticavirus",3
"kraken_11258 Inoviridae.g Psecadovirus",3
"kraken_11269 .g Sagamiharavirus",3
"kraken_11276 Kyanoviridae.g Lessievirus",3
"kraken_11281 Rountreeviridae.g Muminvirus",3
"kraken_11282 Naomviridae.g Noahvirus",3
"kraken_11291 Pithoviridae.g Pandoravirus",3
"kraken_11295 Straboviridae.g Slopekvirus",3
"kraken_11312 Demerecviridae.g Pahexavirus",3
"kraken_11313 Kyanoviridae.g Horusvirus",3
"kraken_11315 Autographiviridae.g Pamexvirus",3
"kraken_11352 Kyanoviridae.g Anaposvirus",3
"kraken_11378 Autographiviridae.g Pahexavirus",3
"kraken_11385 Kyanoviridae.g Bristolvirus",3
"kraken_11389 Kyanoviridae.g Getalongvirus",3
"kraken_11396 Casjensviridae.g Ahduovirus",3
"kraken_11402 Peribunyaviridae.g Orthobunyavirus",3
"kraken_11405 Intestiviridae.g Endlipuvirus",3
"kraken_11407 Mesyanzhinovviridae.g Yuavirus",3
"kraken_11418 Kyanoviridae.g Derbicusvirus",3
"kraken_11497 Intestiviridae.g Dabirmavirus",3
"kraken_11500 Kyanoviridae.g Kenoshavirus",3
"kraken_11516 Zobellviridae.g Shandongvirus",3
"kraken_11525 Straboviridae.g Pseudotevenvirus",3
"kraken_11529 Herelleviridae.g Vividuovirus",3
"kraken_11536 Poxviridae.g Betaentomopoxvirus",3
"kraken_11557 Schitoviridae.g Amginevirus",3
"kraken_11558 Herelleviridae.g Nitunavirus",3
"kraken_11561 Mesyanzhinovviridae.g Cheoctovirus",3
"kraken_11570 Dicistroviridae.g Cripavirus",3
"kraken_11579 Chaseviridae.g Lomovskayavirus",3
"kraken_11588 Kyanoviridae.g Ronodorvirus",3
"kraken_11604 Rountreeviridae.g Deseoctovirus",3
"kraken_11615 Rudiviridae.g Azorudivirus",3
"kraken_11668 Adenoviridae.g Aviadenovirus",3
"kraken_11677 Peduoviridae.g Gladiatorvirus",3
"kraken_11681 Chuviridae.g Mastadenovirus",3
"kraken_11688 Autographiviridae.g Risjevirus",3
"kraken_11690 Schitoviridae.g Pokkenvirus",3
"kraken_11691 Schitoviridae.g Pourcelvirus",3
"kraken_11693 Zierdtviridae.g Ilzatvirus",3
"kraken_11704 Assiduviridae.g Dhillonvirus",3
"kraken_11708 Peduoviridae.g Lightbulbvirus",3
"kraken_11721 Autographiviridae.g Phikmvvirus",3
"kraken_11739 Rountreeviridae.g Fromanvirus",3
"kraken_11740 Aggregaviridae.g Microwolfvirus",3
"kraken_11746 Peduoviridae.g Arequatrovirus",3
"kraken_11749 Herelleviridae.g Fromanvirus",3
"kraken_11751 Straboviridae.g Hadassahvirus",3
"kraken_11752 Kyanoviridae.g Atlauavirus",3
"kraken_11753 Kyanoviridae.g Likavirus",3
"kraken_11754 Zierdtviridae.g Kuravirus",3
"kraken_11755 Schitoviridae.g Septimatrevirus",3
"kraken_11756 Tectiviridae.g Alphatectivirus",3
"kraken_11757 Baculoviridae.g Betabaculovirus",3
"kraken_11762 Casjensviridae.g Foxquatrovirus",3
"kraken_11818 Zierdtviridae.g Gruunavirus",3
"kraken_11822 Mimiviridae.g Chlorovirus",3
"kraken_11824 Straboviridae.g Pahexavirus",3
"kraken_11825 Autographiviridae.g Pradovirus",3
"kraken_11826 Autographiviridae.g Scottvirus",3
"kraken_11827 Schitoviridae.g Phietavirus",3
"kraken_11828 Kyanoviridae.g Ronodorvirus",3
"kraken_11829 Kyanoviridae.g Charybdisvirus",3
"kraken_11830 Kyanoviridae.g Annadreamyvirus",3
"kraken_11831 Straboviridae.g Mosigvirus",3
"kraken_11834 Herelleviridae.g Rockefellervirus",3
"kraken_11835 Baculoviridae.g Alphabaculovirus",3
"kraken_11846 Arenaviridae.g Mammarenavirus",3
"kraken_11856 Autographiviridae.g Nohivirus",3
"kraken_11878 Herelleviridae.g Wphvirus",3
"kraken_11885 Autographiviridae.g Ampunavirus",3
"kraken_11908 Schitoviridae.g Derbicusvirus",3
"kraken_11922 Straboviridae.g Fipvunavirus",3
"kraken_11923 Straboviridae.g Caelumvirus",3
"kraken_11924 Straboviridae.g Bixzunavirus",3
"kraken_11961 Herelleviridae.g Tsarbombavirus",3
"kraken_12037 Autographiviridae.g Eracentumvirus",3
"kraken_12039 Autographiviridae.g Jerseyvirus",3
"kraken_12053 Pachyviridae.g Gundelvirus",3
"kraken_12072 Minwuiaceae.g Minwuia",3
"kraken_12076 Straboviridae.g Hapunavirus",3
"kraken_12077 Steigviridae.g Kunmingvirus",3
"kraken_12078 Schitoviridae.g Kaypoctavirus",3
"kraken_12079 Schitoviridae.g Pourcelvirus",3
"kraken_12080 Schitoviridae.g Vhmlvirus",3
"kraken_12081 Schitoviridae.g Beograduvirus",3
"kraken_12082 Duneviridae.g Kuravirus",3
"kraken_12083 Zobellviridae.g Carpasinavirus",3
"kraken_12084 Demerecviridae.g Suspvirus",3
"kraken_12085 Demerecviridae.g Likavirus",3
"kraken_12087 Paramyxoviridae.g Narmovirus",3
"kraken_12089 Flaviviridae.g Pegivirus",3
"kraken_12090 Coronaviridae.g Alphacoronavirus",3
"kraken_12091 Caulimoviridae.g Norovirus",3
"kraken_12093 Papillomaviridae.g Betapapillomavirus",3
"kraken_12096 Straboviridae.g Janusvirus",3
"kraken_12141 Fiersviridae.g Amubhivirus",3
"kraken_12148 Straboviridae.g Bragavirus",3
"kraken_12149 Zobellviridae.g Paundecimvirus",3
"kraken_12180 Schitoviridae.g Plymouthvirus",3
"kraken_12182 Schitoviridae.g Pacinivirus",3
"kraken_12183 Schitoviridae.g Exceevirus",3
"kraken_12184 Steigviridae.g Wizardvirus",3
"kraken_12185 Steigviridae.g Fishburnevirus",3
"kraken_12186 Zobellviridae.g Icepovirus",3
"kraken_12192 Rountreeviridae.g Hapunavirus",3
"kraken_12193 Rountreeviridae.g Kostyavirus",3
"kraken_12259 Herelleviridae.g Bequatrovirus",3
